time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2013-03-26T13:25:59.400Z,16.357,-98.039,10,4.6,Mb,193,133.2,1.29806559,0.88,us,us2013nfar,2013-06-10T21:43:54.462Z,"5km NNW of Santiago Pinotepa Nacional, Mexico",earthquake
2013-03-26T13:23:14.700Z,33.1432,-115.659,6.7,1.3,Ml,15,93.6,0.01796631,0.2,ci,ci11272802,2013-03-26T17:54:15.559Z,"12km NNW of Westmorland, California",earthquake
2013-03-26T13:16:15.500Z,24.441,122.921,94.4,4.7,Mb,17,90,0.07995006,1.12,us,us2013nfc8,2013-06-10T21:53:55.764Z,"8km WSW of Yonakuni, Japan",earthquake
2013-03-26T13:12:18.100Z,16.242,-98.186,13.2,5,Mb,297,97.2,1.35825271,0.83,us,usb000fssk,2013-09-23T20:04:33.000Z,"19km WSW of Santiago Pinotepa Nacional, Mexico",earthquake
2013-03-26T13:11:21.000Z,39.6495,-121.116,10.4,1.8,Md,,104.4,0.28746089,0.08,nc,nc71960820,2013-03-26T20:03:11.643Z,"24km E of Berry Creek, California",earthquake
2013-03-26T13:11:16.600Z,33.1062,-116.6197,12.9,1.3,Ml,27,90,0.02694946,0.19,ci,ci11272786,2013-03-26T17:47:54.795Z,"3km NNW of Julian, California",earthquake
2013-03-26T13:04:48.100Z,16.188,-98.145,10,5.5,Mw,514,86.4,1.4283213,0.77,us,usb000fssd,2013-09-23T20:04:31.000Z,"19km SW of Santiago Pinotepa Nacional, Mexico",earthquake
2013-03-26T12:38:27.700Z,38.7625,-111.5205,8.8,1,Md,,104.4,0.08084838,0.08,uu,uu60017042,2013-03-27T20:26:34.438Z,"36km SE of Salina, Utah",earthquake
2013-03-26T12:36:39.700Z,36.9352,-121.43,7.3,2.1,Md,,28.8,0.05389892,0.09,nc,nc71960800,2013-03-26T21:13:09.804Z,"9km NNW of Hollister, California",earthquake
2013-03-26T11:55:15.800Z,35.754,140.848,9.9,4.7,Mb,43,90,2.27722925,1.2,us,usb000fsrq,2013-06-10T21:43:36.036Z,"2km NNE of Hasaki, Japan",earthquake
2013-03-26T11:48:24.500Z,35.773,140.798,17.4,4.7,Mb,38,108,2.23770337,1.02,us,usb000fsrp,2013-06-10T21:43:33.075Z,"5km NW of Hasaki, Japan",earthquake
2013-03-26T11:47:54.300Z,18.5112,-64.5625,1,3,Md,8,201.6,0.30722383,0.47,pr,pr13085003,2013-03-26T12:55:14.555Z,"11km NNE of Road Town, British Virgin Islands",earthquake
2013-03-26T11:35:10.700Z,19.4637,-155.6072,15.3,1,Md,,129.6,0.00898315,0.09,hv,hv60482751,2013-03-26T16:11:05.925Z,"27km E of Honaunau-Napoopoo, Hawaii",earthquake
2013-03-26T11:20:45.000Z,51.9039,-173.8548,30.3,3.3,Ml,,,,0.45,ak,ak10681384,2013-03-26T17:41:00.588Z,"40km SE of Atka, Alaska",earthquake
2013-03-26T11:17:24.500Z,33.0533,-116.4498,14.4,1.2,Ml,35,54,0.12576414,0.17,ci,ci11272754,2013-03-26T17:19:20.319Z,"14km E of Julian, California",earthquake
2013-03-26T11:15:04.173Z,38.0284,-118.0435,0,1.1,ml,8,170,0.217,0.1183,nn,nn00410759,2013-05-02T00:17:14.589Z,"71km W of Tonopah, Nevada",earthquake
2013-03-26T11:14:10.200Z,36.1642,-118.076,5.8,1.8,Ml,29,86.4,0.18864621,0.16,ci,ci11272746,2013-03-26T17:16:30.967Z,"49km S of Lone Pine, California",earthquake
2013-03-26T11:01:47.000Z,58.8546,-154.5857,128.3,2.6,Ml,,,,0.53,ak,ak10681376,2013-03-26T17:41:00.557Z,"101km S of Old Iliamna, Alaska",earthquake
2013-03-26T11:00:25.600Z,18.5247,-66.2946,85,2.5,Md,4,201.6,0.22727377,0.05,pr,pr13085002,2013-03-26T11:29:49.436Z,"7km NNW of Dorado, Puerto Rico",earthquake
2013-03-26T10:55:30.900Z,34.7193,-116.2947,1.4,2,Ml,24,61.2,0.11678099,0.12,ci,ci11272738,2013-03-26T17:10:45.254Z,"63km SSW of Baker, California",earthquake
2013-03-26T10:43:59.900Z,36.9368,-121.431,7.8,3,Md,,28.8,0.05389892,0.1,nc,nc71960760,2013-03-28T00:46:47.641Z,"9km NNW of Hollister, California",earthquake
2013-03-26T10:00:56.100Z,-23.227,-68.906,96.5,4.5,Mb,45,50.4,0.60905776,1.78,us,usb000fspq,2013-06-10T21:43:31.614Z,"78km WSW of San Pedro de Atacama, Chile",earthquake
2013-03-26T09:55:39.600Z,35.6538,-121.0582,9.3,1,Md,,79.2,0.05389892,0.07,nc,nc71960740,2013-03-28T00:50:07.064Z,"10km NNE of Cambria, California",earthquake
2013-03-26T09:41:56.700Z,40.4002,-122.0678,9.3,1.2,Md,,90,0.12576414,0.17,nc,nc71961685,2013-03-27T21:39:07.562Z,"18km E of Cottonwood, California",earthquake
2013-03-26T09:32:12.000Z,45.4962,-125.9,5.4,2.2,Md,,248.4,1.43730445,0.55,uw,uw60512871,2013-03-26T18:11:57.975Z,"153km W of Rockaway Beach, Oregon",earthquake
2013-03-26T09:32:00.100Z,18.9178,-64.5532,5,3,Md,4,259.2,0.28027437,0.23,pr,pr13085001,2013-03-26T09:56:57.166Z,"55km N of Road Town, British Virgin Islands",earthquake
2013-03-26T09:28:56.000Z,63.5087,-151.085,13.9,1.7,Ml,,,,0.7,ak,ak10681545,2013-03-26T17:40:59.539Z,"107km W of Cantwell, Alaska",earthquake
2013-03-26T09:25:11.000Z,50.4133,-177.4416,34.9,2.4,Ml,,,,0.31,ak,ak10681347,2013-03-26T17:27:29.665Z,"150km SE of Amatignak Island, Alaska",earthquake
2013-03-26T08:54:40.100Z,38.667,71.446,32.1,4.5,Mb,69,61.2,1.46784717,1.02,us,us2013nfd5,2013-06-10T22:07:03.801Z,"32km N of Vanj, Tajikistan",earthquake
2013-03-26T08:28:30.700Z,34.7857,-118.9262,15.3,1.2,Ml,13,115.2,0.05389892,0.14,ci,ci11272706,2013-03-26T19:00:49.636Z,"4km SSE of Frazier Park, California",earthquake
2013-03-26T08:21:55.200Z,19.288,95.095,72.6,4.3,Mb,20,93.6,3.73609327,0.83,us,usb000fsnm,2013-06-10T21:47:05.081Z,"9km WSW of Thayetmyo, Burma",earthquake
2013-03-26T07:31:18.800Z,-25.503,179.893,499.5,4.7,Mb,168,68.4,4.20501384,0.76,us,usb000fsmt,2013-06-10T21:43:30.133Z,"South of the Fiji Islands",earthquake
2013-03-26T07:28:12.500Z,37.514,143.701,10,4.6,Mb,59,133.2,4.50505115,0.83,us,us2013nfdc,2013-06-10T21:57:30.079Z,"233km ESE of Ishinomaki, Japan",earthquake
2013-03-26T07:23:12.000Z,52.0368,-173.5615,49.6,2.8,Ml,,,,0.71,ak,ak10681329,2013-03-26T17:27:29.692Z,"47km ESE of Atka, Alaska",earthquake
2013-03-26T07:16:22.200Z,36.162,-118.0783,1.9,2.2,Ml,31,86.4,0.18864621,0.2,ci,ci11272650,2013-03-26T20:22:54.604Z,"49km S of Lone Pine, California",earthquake
2013-03-26T07:14:18.000Z,51.8241,179.9795,9.8,2.2,Ml,,,,0.64,ak,ak10681323,2013-03-26T17:27:29.679Z,"29km ESE of Semisopochnoi Island, Alaska",earthquake
2013-03-26T07:10:40.800Z,37.7827,-119.0037,3.5,1.7,Md,,219.6,0.05389892,0.08,nc,nc71960715,2013-03-26T19:05:09.841Z,"16km NNW of Mammoth Lakes, California",earthquake
2013-03-26T07:09:00.900Z,33.4767,-116.4615,9.4,1.1,Ml,35,104.4,0.05389892,0.15,ci,ci11272626,2013-03-26T19:17:01.599Z,"21km ESE of Anza, California",earthquake
2013-03-26T07:06:11.400Z,32.9978,-116.2363,9.2,1.2,Ml,37,140.4,0.18864621,0.19,ci,ci11272618,2013-03-26T17:55:50.744Z,"31km SSE of Borrego Springs, California",earthquake
2013-03-26T06:46:12.500Z,39.4738,-123.3222,8.3,1.5,Md,,68.4,0.13474729,0.05,nc,nc71960695,2013-03-27T20:38:10.435Z,"6km ENE of Brooktrails, California",earthquake
2013-03-26T06:16:46.000Z,-17.666,-178.818,544.2,4.5,Mb,45,75.6,8.55016487,1.15,us,usb000fsm7,2013-06-10T21:43:28.667Z,"236km SE of Lambasa, Fiji",earthquake
2013-03-26T05:52:02.100Z,39.4118,-111.2147,2.3,1.2,Md,,190.8,0.11678099,0.08,uu,uu60017017,2013-03-27T13:45:30.813Z,"23km WNW of Huntington, Utah",earthquake
2013-03-26T05:27:19.300Z,39.4138,-111.2183,2.2,1.4,Md,,230.4,0.11678099,0.06,uu,uu60017012,2013-03-27T13:42:50.779Z,"23km WNW of Huntington, Utah",earthquake
2013-03-26T04:53:16.700Z,34.7238,-116.298,5.8,1.2,Ml,12,72,0.10779783,0.14,ci,ci11272578,2013-03-26T18:48:38.161Z,"63km SSW of Baker, California",earthquake
2013-03-26T04:36:13.800Z,32.278,-115.2828,6,2.4,Ml,17,180,0.14373045,0.55,ci,ci11272570,2013-03-28T19:20:56.071Z,"12km WNW of Alberto Oviedo Mota, Mexico",earthquake
2013-03-26T04:30:06.000Z,60.9215,-150.8673,14.9,3.5,Ml,,,,0.92,ak,ak10681289,2013-03-26T17:16:16.914Z,"34km NE of Nikiski, Alaska",earthquake
2013-03-26T04:29:10.921Z,38.0386,-118.0553,8.2884,1.13,ml,12,169,0.212,0.1223,nn,nn00407393,2013-03-26T17:49:05.441Z,"72km W of Tonopah, Nevada",earthquake
2013-03-26T04:26:20.150Z,11.1096,93.5144,136.34,4.5,mb,30,105,0.93,1.04,us,usb000fsld,2013-06-10T21:43:27.165Z,"103km SE of Port Blair, India",earthquake
2013-03-26T04:22:31.200Z,35.5712,-118.521,1.4,1.3,Ml,14,111.6,0.09881468,0.09,ci,ci11272562,2013-03-26T18:44:52.699Z,"3km SW of Bodfish, California",earthquake
2013-03-26T04:19:34.300Z,32.6592,-115.6948,10.1,1.9,Ml,24,136.8,0.10779783,0.34,ci,ci11272554,2013-03-26T18:42:37.427Z,"13km NW of Progreso, Mexico",earthquake
2013-03-26T04:17:31.000Z,51.8283,-179.9017,7.7,4.3,Ml,,,,0.65,ak,ak10681284,2013-04-03T01:51:02.056Z,"36km ESE of Semisopochnoi Island, Alaska",earthquake
2013-03-26T04:15:15.600Z,35.9368,-117.671,2.2,1.2,Ml,16,57.6,0.01796631,0.11,ci,ci11272546,2013-03-26T18:41:27.293Z,"30km NW of Searles Valley, California",earthquake
2013-03-26T04:01:55.000Z,39.4197,-111.2087,1.6,1.7,Md,,190.8,0.12576414,0.1,uu,uu60017002,2013-03-27T13:27:55.673Z,"23km WNW of Huntington, Utah",earthquake
2013-03-26T03:53:14.600Z,37.5745,-118.999,3.1,1.8,Md,,86.4,0.03593261,0.06,nc,nc71960650,2013-03-28T00:38:10.630Z,"8km SSW of Mammoth Lakes, California",earthquake
2013-03-26T03:50:53.000Z,36.4572,-117.0455,12.1,1.3,Ml,11,79.2,0.14373045,0.13,ci,ci11272530,2013-03-26T18:39:22.037Z,"56km SSW of Beatty, Nevada",earthquake
2013-03-26T03:46:54.700Z,35.5753,-118.5302,2.3,1.3,Ml,17,111.6,0.09881468,0.15,ci,ci11272522,2013-03-26T18:36:16.660Z,"3km WSW of Bodfish, California",earthquake
2013-03-26T03:30:11.900Z,35.5697,-118.5267,1.9,1,Ml,9,136.8,0.09881468,0.16,ci,ci11272514,2013-03-26T18:34:06.405Z,"3km WSW of Bodfish, California",earthquake
2013-03-26T03:23:25.900Z,39.4205,-111.2172,3.7,1.4,Md,,230.4,0.12576414,0.11,uu,uu60016997,2013-03-27T13:26:20.647Z,"24km SE of Mount Pleasant, Utah",earthquake
2013-03-26T03:18:56.000Z,62.0919,-147.9989,31.4,3.3,Ml,,,,0.61,ak,ak10681269,2013-03-26T17:04:17.099Z,"55km NE of Sutton-Alpine, Alaska",earthquake
2013-03-26T02:58:00.000Z,39.6247,-120.0092,5.2,1.2,Md,,129.6,0.04491576,0.06,nc,nc71960635,2013-03-29T00:44:15.293Z,"6km SSW of Cold Springs, Nevada",earthquake
2013-03-26T02:50:14.600Z,36.6528,-121.2727,5.8,1.1,Md,,86.4,0.05389892,0.04,nc,nc71960630,2013-03-29T23:27:03.329Z,"19km SSE of Ridgemark, California",earthquake
2013-03-26T02:39:26.200Z,33.9488,-116.9983,17.5,1.4,Ml,48,36,0.02694946,0.15,ci,ci11272498,2013-03-26T18:31:21.069Z,"2km NW of Beaumont, California",earthquake
2013-03-26T02:15:37.000Z,34.0078,-117.1822,3.9,1,Ml,30,57.6,0.06288207,0.15,ci,ci11272482,2013-03-26T18:30:20.941Z,"5km S of Redlands, California",earthquake
2013-03-26T01:25:47.018Z,37.1263,-116.938,7.4116,1.45,ml,19,140,0.165,0.1551,nn,nn00407378,2013-03-26T18:31:56.132Z,"27km NNW of Beatty, Nevada",earthquake
2013-03-26T01:23:17.100Z,18.7439,-64.3707,77,2.6,Md,4,234,0.03862756,0.01,pr,pr13085000,2013-03-26T01:59:34.506Z,"44km NE of Road Town, British Virgin Islands",earthquake
2013-03-26T01:03:22.000Z,39.4392,-111.218,1.6,1.2,Md,,118.8,0.14373045,0.15,uu,uu60016992,2013-03-27T13:23:45.613Z,"23km ESE of Mount Pleasant, Utah",earthquake
2013-03-26T00:44:12.400Z,32.4472,-115.5733,14.6,1.8,Ml,14,169.2,0.21559567,0.36,ci,ci11272458,2013-03-26T18:25:20.329Z,"14km S of Progreso, Mexico",earthquake
2013-03-26T00:34:26.200Z,35.617,-97.226,5,2.2,Ml,9,0,0.05030566,0,us,usb000fti2,2013-06-10T21:44:12.136Z,"5km SSW of Luther, Oklahoma",earthquake
2013-03-26T00:20:34.300Z,34.0255,-117.2192,15.4,1.2,Ml,40,68.4,0.08983153,0.17,ci,ci11272434,2013-03-26T18:10:47.564Z,"4km SW of Redlands, California",earthquake
2013-03-26T00:20:34.200Z,34.0195,-117.219,17,1.1,Ml,19,190.8,0.09881468,0.1,ci,ci37109620,2013-03-26T18:16:59.316Z,"5km SW of Redlands, California",earthquake
2013-03-25T23:56:17.000Z,62.3411,-151.173,87.5,1.4,Ml,,,,0.31,ak,ak10682552,2013-03-28T01:40:11.624Z,"55km W of Talkeetna, Alaska",earthquake
2013-03-25T23:52:30.700Z,42.413,-111.4802,9.4,1.1,Md,,126,0.36830927,0.1,uu,uu60016987,2013-03-27T13:21:10.582Z,"18km NW of Montpelier, Idaho",earthquake
2013-03-25T23:44:20.900Z,19.455,-67.9695,53,2.9,Md,6,248.4,1.27381107,0.27,pr,pr13084008,2013-06-10T21:50:55.478Z,"106km NNE of Punta Cana, Dominican Republic",earthquake
2013-03-25T23:42:02.500Z,13.464,-89.974,90,4,Mb,24,172.8,2.39760349,1.14,us,us2013nea6,2013-06-10T21:43:25.484Z,"21km SW of Acajutla, El Salvador",earthquake
2013-03-25T23:07:04.000Z,35.9377,-117.6695,1.8,1.9,Ml,25,50.4,0.01796631,0.14,ci,ci11272386,2013-03-25T23:41:41.181Z,"30km NW of Searles Valley, California",earthquake
2013-03-25T23:02:13.300Z,14.596,-90.439,189,6.2,Mw,681,25.2,0.40963177,1.32,us,usb000fshy,2013-09-23T20:04:29.000Z,"6km ENE of Santa Catarina Pinula, Guatemala",earthquake
2013-03-25T23:02:05.400Z,18.0946,-67.186,26,1.6,Md,3,266.4,0.11318773,0.05,pr,pr13084007,2013-03-25T23:58:31.182Z,"2km N of Puerto Real, Puerto Rico",earthquake
2013-03-25T22:59:54.000Z,64.9809,-147.3529,0,1.6,Ml,,,,0.36,ak,ak10682551,2013-03-28T01:40:11.619Z,"21km NNE of Badger, Alaska",earthquake
2013-03-25T22:57:30.700Z,36.4982,-121.078,4.7,1.2,Md,,68.4,0.08983153,0.04,nc,nc71960585,2013-03-30T03:08:10.498Z,"23km ENE of Soledad, California",earthquake
2013-03-25T22:48:39.000Z,33.7308,-116.0305,0.2,1.6,Ml,31,104.4,0.08084838,0.16,ci,ci11272370,2013-03-25T23:55:32.003Z,"14km ENE of Coachella, California",earthquake
2013-03-25T22:32:33.000Z,61.9987,-150.8467,11.3,1.3,Ml,,,,0.3,ak,ak10682550,2013-03-28T01:40:11.613Z,"50km NW of Willow, Alaska",earthquake
2013-03-25T22:31:54.000Z,53.0762,-173.7238,25.2,2.6,Ml,,,,0.67,ak,ak10681054,2013-03-28T01:40:11.220Z,"103km NNE of Atka, Alaska",earthquake
2013-03-25T22:17:58.000Z,63.1191,-149.7819,90.4,1.5,Ml,,,,0.43,ak,ak10681045,2013-03-28T01:40:11.216Z,"51km SW of Cantwell, Alaska",earthquake
2013-03-25T22:08:11.500Z,36.027,11.547,10,4.1,Mb,16,111.6,1.80830867,1.49,us,usb000fsh5,2013-06-10T21:43:20.400Z,"67km NE of Al Baqalitah, Tunisia",earthquake
2013-03-25T22:04:15.000Z,62.3896,-148.33,3,1.2,Ml,,,,0.54,ak,ak10681035,2013-03-28T01:40:11.213Z,"71km NNE of Sutton-Alpine, Alaska",earthquake
2013-03-25T22:02:45.100Z,40.487,-124.2015,21,2.2,Md,,136.8,0.08983153,0.16,nc,nc71960565,2013-03-29T05:10:11.445Z,"8km W of Rio Dell, California",earthquake
2013-03-25T22:02:34.000Z,-36.781,-73.816,35.7,4.4,Mb,34,144,3.34622443,0,us,us2013necx,2013-06-10T21:51:20.608Z,"62km W of Talcahuano, Chile",earthquake
2013-03-25T21:59:01.600Z,48.5278,-122.7163,59.1,1.1,Md,,133.2,0.1706799,0.18,uw,uw60512696,2013-03-25T23:00:41.095Z,"7km WNW of Anacortes, Washington",earthquake
2013-03-25T21:54:29.000Z,60.7309,-150.3317,40.1,2.2,Ml,,,,0.49,ak,ak10681025,2013-03-28T01:40:11.209Z,"32km NE of Sterling, Alaska",earthquake
2013-03-25T21:35:36.900Z,47.522,-70.212,14.2,2.4,MbLg,14,82.8,0.07995006,0,us,us2013nec9,2013-06-10T22:02:20.509Z,"15km SSW of La Malbaie, Canada",earthquake
2013-03-25T21:17:27.600Z,18.1334,-67.0231,13,1.6,Md,3,237.6,0.07276354,0.05,pr,pr13084006,2013-03-25T22:05:57.553Z,"6km NNE of San German, Puerto Rico",earthquake
2013-03-25T21:08:33.200Z,32.3092,-115.3135,8.5,1.9,Ml,8,212.4,0.48509025,0.08,ci,ci15314273,2013-03-26T17:01:15.083Z,"12km WSW of Delta, Mexico",earthquake
2013-03-25T20:55:29.800Z,42.6022,-122.4067,4.3,2.7,Ml,,54,0.39525873,0.25,uw,uw60512661,2013-04-25T16:04:21.184Z,"33km E of Shady Cove, Oregon",earthquake
2013-03-25T20:55:19.800Z,35.65,24.711,59,4.5,mb,0,0,0,1.84,us,usb000fsfg,2013-06-10T21:43:21.991Z,"25km N of Panormos, Greece",earthquake
2013-03-25T20:52:51.400Z,35.7613,-118.4435,7.4,1.5,Ml,27,61.2,0.09881468,0.1,ci,ci15314265,2013-03-26T16:58:09.723Z,"1km WNW of Kernville, California",earthquake
2013-03-25T20:23:45.500Z,33.5193,-116.4475,11.2,1.2,Ml,40,68.4,0.01796631,0.22,ci,ci15314257,2013-03-26T16:54:34.282Z,"20km SW of La Quinta, California",earthquake
2013-03-25T20:18:34.067Z,38.0272,-118.0709,10.3741,1.73,ml,21,122,0.197,0.1261,nn,nn00407325,2013-03-25T21:15:18.655Z,"73km SE of Hawthorne, Nevada",earthquake
2013-03-25T20:16:52.090Z,-7.8228,120.0729,26.69,4.3,mb,21,112,2.29,0.62,us,usb000g04k,2013-04-25T14:49:07.210Z,"57km NNW of Nggilat, Indonesia",earthquake
2013-03-25T20:02:59.200Z,45.8013,-122.4437,0,1.6,Md,,295.2,0.26949459,0.15,uw,uw60512641,2013-03-25T20:25:21.886Z,"3km NNW of Venersborg, Washington",quarry
2013-03-25T20:02:47.000Z,55.9006,-155.5172,5,4.6,Ml,,,,0.86,ak,ak10680980,2013-06-10T21:43:18.505Z,"20km N of Chirikof Island, Alaska",earthquake
2013-03-25T19:55:34.300Z,35.7252,-121.0672,7,1.7,Md,,50.4,0.07186522,0.09,nc,nc71960525,2013-03-28T03:31:07.834Z,"14km NE of San Simeon, California",earthquake
2013-03-25T19:36:07.000Z,61.7349,-151.7562,95.7,1.9,Ml,,,,0.48,ak,ak10680965,2013-03-28T01:40:11.206Z,"90km W of Willow, Alaska",earthquake
2013-03-25T19:35:33.600Z,18.773,-64.3109,44,2.7,Md,7,306,0.04761071,0.36,pr,pr13084005,2013-04-24T23:28:06.154Z,"50km NE of Road Town, British Virgin Islands",earthquake
2013-03-25T19:34:02.900Z,36.654,-121.2722,5.3,1.9,Md,,39.6,0.05389892,0.07,nc,nc71960510,2013-03-26T00:48:09.725Z,"19km SSE of Ridgemark, California",earthquake
2013-03-25T19:19:47.000Z,51.8391,-173.5339,21.6,2.5,Ml,,,,0.82,ak,ak10680948,2013-03-28T01:40:11.609Z,"60km SE of Atka, Alaska",earthquake
2013-03-25T19:10:22.100Z,33.15,-116.0773,7.7,1.7,Ml,51,75.6,0.1527136,0.17,ci,ci15314241,2013-03-25T19:31:33.022Z,"19km SW of Salton City, California",earthquake
2013-03-25T19:07:47.000Z,52.5729,-169.1826,23,2.3,Ml,,,,0.42,ak,ak10680936,2013-03-28T01:40:11.616Z,"45km SSW of Nikolski, Alaska",earthquake
2013-03-25T19:04:54.000Z,57.5639,-142.9255,12,3,Ml,,,,0.62,ak,ak10680928,2013-04-24T23:18:41.443Z,"280km S of Cape Yakataga, Alaska",earthquake
2013-03-25T18:46:36.000Z,59.8088,-153.3501,129.3,2,Ml,,,,0.41,ak,ak10680919,2013-03-28T01:40:11.202Z,"82km SSW of Redoubt Volcano, Alaska",earthquake
2013-03-25T18:43:18.300Z,39.6265,-120.0112,4.6,1.4,Md,,129.6,0.04491576,0.08,nc,nc71960480,2013-03-29T04:54:09.618Z,"6km SSW of Cold Springs, Nevada",earthquake
2013-03-25T18:34:36.200Z,36.0303,-83.8523,15.7,2,Md,10,100.8,0.12576414,0.17,se,se032513a,2013-03-25T19:38:56.215Z,"9km NE of Knoxville, Tennessee",earthquake
2013-03-25T18:30:33.700Z,33.6698,-117.2252,0,1.2,Ml,20,158.4,0.07186522,0.1,ci,ci15314217,2013-03-25T19:26:07.355Z,"17km W of Quarry at EASTSIDE RES.",quarry
2013-03-25T18:28:02.300Z,46.8442,-121.7643,1.6,1.7,Md,,68.4,0.02694946,0.09,uw,uw60512606,2013-03-25T18:37:38.241Z,"27km NNW of Packwood, Washington",earthquake
2013-03-25T18:18:42.000Z,63.4144,-151.3283,11.6,1.1,Ml,,,,0.73,ak,ak10680889,2013-03-28T01:40:11.605Z,"118km W of Cantwell, Alaska",earthquake
2013-03-25T18:05:04.900Z,45.9393,-119.9372,0,1.8,Md,,108,0.04491576,0.25,uw,uw60512596,2013-03-25T19:10:48.094Z,"21km WNW of Boardman, Oregon",quarry
2013-03-25T18:03:46.300Z,36.5412,-121.0363,7.2,1.7,Md,,72,0.03593261,0.08,nc,nc71960460,2013-03-30T03:37:10.128Z,"29km ENE of Soledad, California",earthquake
2013-03-25T17:46:14.100Z,33.5127,-116.4757,14.4,1.1,Ml,9,187.2,0.04491576,0.07,ci,ci15314201,2013-03-25T19:14:20.905Z,"18km ESE of Anza, California",earthquake
2013-03-25T17:45:52.600Z,46.4078,-121.6067,1.1,1,Md,,169.2,0.1527136,0.12,uw,uw60512591,2013-03-25T18:54:10.138Z,"22km SSE of Packwood, Washington",earthquake
2013-03-25T17:45:04.200Z,33.5132,-116.4733,6.9,1,Ml,30,129.6,0.04491576,0.23,ci,ci15314193,2013-03-25T19:11:05.501Z,"19km ESE of Anza, California",earthquake
2013-03-25T17:30:21.900Z,35.3565,-117.8968,8.8,1.4,Ml,33,39.6,0.09881468,0.14,ci,ci15314177,2013-03-25T18:41:36.941Z,"26km NNE of California City, California",earthquake
2013-03-25T17:25:00.000Z,55.1838,-160.6574,3,2.8,Ml,,,,0.73,ak,ak10680834,2013-03-28T01:40:11.308Z,"19km SSW of Sand Point, Alaska",earthquake
2013-03-25T17:01:59.000Z,40.6752,-122.3283,25.5,1.8,Md,,68.4,0.18864621,0.08,nc,nc71960415,2013-03-27T20:42:05.902Z,"3km E of Shasta Lake, California",earthquake
2013-03-25T16:58:25.800Z,50.697,160.181,10,4.6,Mb,108,126,2.51707943,0.82,us,us2013neaw,2013-06-10T21:43:16.913Z,"271km ESE of Ozernovskiy, Russia",earthquake
2013-03-25T16:42:40.900Z,42.6152,-122.4002,9.2,1.6,Ml,,86.4,0.34135981,0.24,uw,uw60512581,2013-03-25T17:33:58.680Z,"33km E of Shady Cove, Oregon",earthquake
2013-03-25T16:39:09.700Z,14.364,-93.907,36.8,4.6,Mb,30,208.8,2.5566053,1.19,us,us2013nec4,2013-06-10T21:53:32.089Z,"160km SW of Mapastepec, Mexico",earthquake
2013-03-25T16:23:55.000Z,34.6003,-117.2748,0,1.3,Ml,10,140.4,0.06288207,0.23,ci,ci15314145,2013-03-25T18:29:50.512Z,"3km SE of Quarry at ORO-GRANDE",quarry
2013-03-25T16:18:13.000Z,-22.239,-68.408,114.8,4.6,Mb,127,46.8,0.59917629,1,us,us2013neav,2013-09-23T20:04:28.000Z,"59km ENE of Calama, Chile",earthquake
2013-03-25T16:12:58.000Z,51.8321,-174.3986,13.1,2,Ml,,,,0.33,ak,ak10680797,2013-03-28T01:40:11.602Z,"42km SSW of Atka, Alaska",earthquake
2013-03-25T16:09:41.800Z,40.2927,-124.3735,23,2.2,Md,,234,0.07186522,0.17,nc,nc71960380,2013-03-29T04:25:11.228Z,"32km SW of Rio Dell, California",earthquake
2013-03-25T16:06:50.400Z,-11.595,165.582,10,4.7,Mb,30,133.2,5.93337245,0.87,us,us2013nec3,2013-06-10T21:53:33.529Z,"100km SSW of Lata, Solomon Islands",earthquake
2013-03-25T15:59:58.907Z,38.5607,-119.6121,9.3654,1.06,ml,7,207,0.147,0.0795,nn,nn00411265,2013-05-07T23:16:06.008Z,"34km SW of Smith Valley, Nevada",earthquake
2013-03-25T15:59:28.000Z,51.6628,-178.3825,78.3,3.8,Ml,,,,0.38,ak,ak10680788,2013-03-28T01:40:11.198Z,"29km SW of Tanaga Volcano, Alaska",earthquake
2013-03-25T15:35:52.400Z,-6.522,129.793,158.8,4.4,Mb,21,72,2.07780325,1.1,us,us2013neau,2013-06-10T21:43:13.179Z,"230km NW of Saumlaki, Indonesia",earthquake
2013-03-25T15:32:11.000Z,62.5683,-152.1531,123.4,1.5,Ml,,,,0.46,ak,ak10682535,2013-03-28T01:40:11.599Z,"108km WNW of Talkeetna, Alaska",earthquake
2013-03-25T15:03:17.700Z,-3.431,128.953,68.6,4,Mb,20,100.8,3.3264615,1.03,us,us2013nec2,2013-06-10T21:53:35.048Z,"11km SSE of Amahai, Indonesia",earthquake
2013-03-25T14:59:43.300Z,33.3587,-116.8348,6.4,1,Ml,38,54,0.02694946,0.19,ci,ci15314089,2013-03-25T17:57:10.538Z,"9km SSE of Aguanga, California",earthquake
2013-03-25T14:57:25.000Z,63.1379,-151.5201,13.9,1.1,Ml,,,,0.74,ak,ak10682534,2013-03-28T01:40:11.596Z,"115km NW of Talkeetna, Alaska",earthquake
2013-03-25T14:42:13.000Z,63.2787,-150.4131,118.9,1.3,Ml,,,,0.35,ak,ak10680768,2013-03-28T01:40:11.581Z,"74km W of Cantwell, Alaska",earthquake
2013-03-25T14:32:10.000Z,63.6127,-148.4184,83.2,1.1,Ml,,,,0.32,ak,ak10682532,2013-03-28T01:40:11.592Z,"36km NE of Cantwell, Alaska",earthquake
2013-03-25T14:24:59.300Z,38.5533,-119.6185,10.5,2.6,Md,,100.8,0.1527136,0.14,nc,nc71960350,2013-03-26T04:43:14.030Z,"35km SW of Smith Valley, Nevada",earthquake
