time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2013-04-30T18:14:17.500Z,30.352,102.998,35.9,4.4,Mb,86,61.2,5.20394044,0.72,us,usb000gixp,2013-06-10T22:11:01.083Z,"45km W of Linqiong, China",earthquake
2013-04-30T18:10:20.400Z,32.1942,-115.1845,21.8,3.3,Ml,15,234,0.24254513,0.26,ci,ci15335545,2013-06-10T22:10:59.359Z,"9km SW of Alberto Oviedo Mota, Mexico",earthquake
2013-04-30T18:09:24.000Z,55.8605,-135.311,21.1,2.3,Ml,6,252,0.53629422,0.43,ak,ak10708890,2013-05-03T19:38:04.396Z,"132km S of Sitka, Alaska",earthquake
2013-04-30T17:53:14.800Z,35.377,5.644,10.4,4,Mb,37,104.4,3.03630566,1.14,us,usb000giwb,2013-06-10T22:10:57.807Z,"23km W of Ain Touta, Algeria",earthquake
2013-04-30T17:40:16.600Z,-33.213,-179.192,33.5,4.6,Mb,22,104.4,4.09541938,0.77,us,us2013pqdr,2013-06-10T22:34:11.480Z,"199km S of L'Esperance Rock, New Zealand",earthquake
2013-04-30T17:37:29.000Z,63.2853,-150.4528,116,1,Ml,13,118.8,0.18056137,0.32,ak,ak10708888,2013-05-03T19:38:04.361Z,"76km W of Cantwell, Alaska",earthquake
2013-04-30T17:33:26.500Z,39.4483,-111.2195,3.1,1.6,Md,,118.8,0.1527136,0.12,uu,uu60021407,2013-05-01T12:44:28.723Z,"23km ESE of Mount Pleasant, Utah",earthquake
2013-04-30T17:32:24.100Z,37.025,71.251,83.6,4.1,Mb,44,64.8,2.10744766,1.18,us,usb000givc,2013-06-10T22:10:56.343Z,"41km ENE of Jarm, Afghanistan",earthquake
2013-04-30T17:29:42.900Z,39.3233,-122.7955,9.5,1.6,Md,,57.6,0.1527136,0.06,nc,nc71979810,2013-05-01T23:19:06.096Z,"20km NNE of Upper Lake, California",earthquake
2013-04-30T17:28:28.100Z,47.002,-122.958,0,1.9,Md,,208.8,0.04491576,0.31,uw,uw60027708,2013-05-01T19:19:51.570Z,"3km W of Tumwater, Washington",quarry
2013-04-30T17:27:48.000Z,61.1937,-150.1984,46.6,1.4,Ml,22,46.8,0.0296444,0.45,ak,ak10705161,2013-05-03T19:38:01.494Z,"16km W of Anchorage, Alaska",earthquake
2013-04-30T17:22:05.934Z,37.3686,-117.1477,3.781,1.59,ml,13,187,0.113,0.1295,nn,nn00410609,2013-05-02T21:45:49.978Z,"39km SSE of Goldfield, Nevada",earthquake
2013-04-30T16:54:35.000Z,52.3155,-174.1498,5,1.1,Ml,5,169.2,0.03323767,0.46,ak,ak10705144,2013-05-03T20:33:18.590Z,"13km NNE of Atka, Alaska",earthquake
2013-04-30T16:40:57.600Z,34.3278,-116.942,0,1.3,Ml,24,86.4,0.07186522,0.13,ci,ci15335513,2013-05-02T21:34:23.578Z,"0km ESE of Quarry at PFIZER",quarry
2013-04-30T16:33:52.000Z,63.478,-148.656,2.8,1.4,Ml,29,46.8,0.11588267,0.68,ak,ak10705130,2013-05-03T19:38:01.442Z,"17km ENE of Cantwell, Alaska",earthquake
2013-04-30T16:28:05.100Z,28.041,51.876,42.1,4.1,Mb,16,133.2,7.7407828,0.86,us,us2013pqdf,2013-06-10T22:23:40.888Z,"112km SW of Firuzabad, Iran",earthquake
2013-04-30T16:02:41.000Z,51.6095,-173.397,3.7,1.9,Ml,9,313.2,0.7698562,0.68,ak,ak10708883,2013-05-03T19:38:04.242Z,"85km SE of Atka, Alaska",earthquake
2013-04-30T15:59:49.300Z,31.3175,-116.013,7,3.1,Ml,3,194.4,0.53898917,0.74,ci,ci15335505,2013-05-02T21:28:07.826Z,"52km N of Camalu, Mexico",earthquake
2013-04-30T15:58:19.000Z,62.2632,-141.6698,5.9,1.2,Ml,12,90,0.40424188,0.54,ak,ak10708882,2013-05-03T20:33:18.577Z,"137km SSE of Tok, Alaska",earthquake
2013-04-30T15:52:39.000Z,-12.441,117.288,42.5,4.1,Mb,13,104.4,8.96967811,1.18,us,us2013pqde,2013-06-10T22:23:42.397Z,"South of Sumbawa, Indonesia",earthquake
2013-04-30T15:46:41.000Z,62.5627,-151.1716,88.3,2.2,Ml,59,43.2,0.48419194,0.58,ak,ak10705115,2013-05-03T19:38:00.421Z,"60km WNW of Talkeetna, Alaska",earthquake
2013-04-30T15:44:14.400Z,36.368,71.113,133.7,4.1,Mb,17,108,2.48743502,1.09,us,us2013pqa1,2013-06-10T22:10:54.857Z,"48km NE of `Alaqahdari-ye Kiran wa Munjan, Afghanistan",earthquake
2013-04-30T15:29:25.900Z,33.5947,-116.6395,14.5,1.1,Ml,35,39.6,0.02694946,0.15,ci,ci15335497,2013-05-02T20:13:24.964Z,"5km NE of Anza, California",earthquake
2013-04-30T15:20:02.000Z,51.4364,-177.0163,33.9,1.7,Ml,10,259.2,0.35124128,0.34,ak,ak10705106,2013-05-03T19:38:03.916Z,"55km SSW of Adak, Alaska",earthquake
2013-04-30T15:14:20.900Z,40.2812,-124.3515,19.1,2.5,Md,,230.4,0.06288207,0.18,nc,nc71979765,2013-04-30T22:08:12.147Z,"31km SW of Rio Dell, California",earthquake
2013-04-30T15:05:22.300Z,28.351,62.034,10,4.7,Mb,98,90,5.93337245,1.3,us,us2013pqaz,2013-06-10T22:10:53.386Z,"81km E of Khash, Iran",earthquake
2013-04-30T14:53:05.000Z,60.128,-153.1448,123.5,1.8,Ml,23,144,0.06917028,0.78,ak,ak10708877,2013-05-03T19:38:04.211Z,"45km SSW of Redoubt Volcano, Alaska",earthquake
2013-04-30T14:49:34.800Z,32.916,-100.835,3.8,2.4,MbLg,10,64.8,1.04833394,0.53,us,us2013pqax,2013-06-10T22:10:51.905Z,"23km NNE of Snyder, Texas",earthquake
2013-04-30T14:39:16.800Z,-65.39,179.451,10,5.4,Mt,95,36,8.98225453,0.97,us,usb000giq7,2013-09-23T20:09:59.000Z,"225km N of Scott Island Bank, Antarctica",earthquake
2013-04-30T14:37:25.100Z,44.647,-110.915,9.5,1.1,Ml,,61.2,0.03593261,0.12,uu,uu60021387,2013-05-01T13:42:00.124Z,"15km E of West Yellowstone, Montana",earthquake
2013-04-30T14:22:23.000Z,59.8224,-153.2288,122.6,2,Ml,27,151.2,0.15540854,0.59,ak,ak10708876,2013-05-03T19:38:04.199Z,"78km W of Anchor Point, Alaska",earthquake
2013-04-30T14:14:16.000Z,44.6457,-110.9162,10.3,1,Ml,,61.2,0.03593261,0.1,uu,uu60021372,2013-05-01T13:53:20.227Z,"15km E of West Yellowstone, Montana",earthquake
2013-04-30T14:11:26.200Z,18.513,-64.5173,49,2.7,Md,5,208.8,0.27668111,0.21,pr,pr13120001,2013-06-10T22:18:10.508Z,"14km NE of Road Town, British Virgin Islands",earthquake
2013-04-30T14:11:15.400Z,24.909,123.347,28,4,Mb,25,136.8,0.53898917,0.91,us,us2013pqdd,2013-06-10T22:23:43.907Z,"60km NE of Yonakuni, Japan",earthquake
2013-04-30T14:07:39.200Z,39.4025,-111.2202,1.8,1.4,Md,,226.8,0.10779783,0.08,uu,uu60021367,2013-05-01T19:10:38.455Z,"23km WNW of Huntington, Utah",earthquake
2013-04-30T14:04:13.700Z,34.8058,-119.2592,14.9,1.6,Ml,21,75.6,0.05389892,0.46,ci,ci15335481,2013-05-02T20:05:48.858Z,"10km WSW of Pine Mountain Club, California",earthquake
2013-04-30T13:53:22.775Z,37.3678,-117.1432,6.7284,1.35,ml,15,191,0.115,0.1467,nn,nn00410601,2013-04-30T22:23:29.150Z,"38km SSE of Goldfield, Nevada",earthquake
2013-04-30T13:36:19.000Z,62.2555,-141.657,1.5,1.5,Ml,11,90,0.40154693,0.41,ak,ak10705077,2013-05-03T20:33:17.368Z,"138km SSE of Tok, Alaska",earthquake
2013-04-30T13:35:03.000Z,60.6107,-152.8258,148.1,2.4,Ml,54,93.6,0.0233562,0.68,ak,ak10705072,2013-05-03T19:38:00.313Z,"14km NNW of Redoubt Volcano, Alaska",earthquake
2013-04-30T13:29:27.100Z,40.8102,-111.7897,6.5,1.1,Ml,,46.8,0.03593261,0.14,uu,uu60021362,2013-05-01T18:00:47.962Z,"10km ENE of Salt Lake City, Utah",earthquake
2013-04-30T13:12:03.000Z,60.0783,-136.8635,16,1.9,Ml,6,147.6,0.67104152,0.38,ak,ak10708873,2013-05-03T20:33:18.565Z,"83km SSE of Haines Junction, Canada",earthquake
2013-04-30T13:09:39.000Z,60.3517,-141.9757,11.6,1.3,Ml,16,79.2,0.17337485,0.55,ak,ak10705065,2013-05-03T20:33:17.350Z,"40km NE of Cape Yakataga, Alaska",earthquake
2013-04-30T13:09:19.900Z,36.503,139.202,25.3,4.3,Mb,37,115.2,0.7995006,0.81,us,us2013pqdc,2013-06-10T22:23:45.630Z,"10km NW of Omama, Japan",earthquake
2013-04-30T12:42:25.000Z,62.5738,-151.0142,82.5,1.1,Ml,18,129.6,0.62612575,0.54,ak,ak10708871,2013-05-03T19:38:04.174Z,"54km WNW of Talkeetna, Alaska",earthquake
2013-04-30T12:37:32.000Z,63.9226,-148.8931,0,1,Ml,15,61.2,0.19134116,0.32,ak,ak10705054,2013-05-03T19:38:00.279Z,"8km NNE of Healy, Alaska",earthquake
2013-04-30T12:25:48.600Z,40.814,-111.7858,7.9,1.2,Ml,,68.4,0.03593261,0.13,uu,uu60021352,2013-05-01T17:55:07.907Z,"10km NE of Salt Lake City, Utah",earthquake
2013-04-30T12:19:31.200Z,38.837,-122.7842,2.1,1.9,Md,,25.2,0.00898315,0.08,nc,nc71979680,2013-04-30T20:34:11.805Z,"5km WNW of Cobb, California",earthquake
2013-04-30T12:03:49.400Z,40.809,-111.7958,7.4,1,Ml,,82.8,0.02694946,0.13,uu,uu60021342,2013-05-01T16:55:02.492Z,"9km NE of Salt Lake City, Utah",earthquake
2013-04-30T11:58:41.500Z,14.485,-90.088,10,4.1,Mb,12,183.6,2.75692961,1.66,us,usb000gin7,2013-06-10T22:10:47.569Z,"9km E of San Rafael Las Flores, Guatemala",earthquake
2013-04-30T11:53:12.000Z,62.0929,-145.0946,18.2,1.2,Ml,16,68.4,0.17876474,0.81,ak,ak10705032,2013-05-03T19:38:00.246Z,"23km E of Glennallen, Alaska",earthquake
2013-04-30T11:44:18.800Z,-19.089,-175.347,10,4.8,Mb,69,82.8,5.12399038,0.9,us,usb000gin6,2013-06-10T22:10:44.653Z,"130km NW of Pangai, Tonga",earthquake
2013-04-30T11:42:52.000Z,63.1923,-150.5284,122.5,1.5,Ml,27,93.6,0.27937605,0.39,ak,ak10705028,2013-05-03T19:38:00.232Z,"82km WSW of Cantwell, Alaska",earthquake
2013-04-30T11:41:58.000Z,54.7161,-161.8957,49.2,1.6,Ml,6,226.8,0.32608845,0.28,ak,ak10708866,2013-05-03T19:38:04.162Z,"74km SE of Cold Bay, Alaska",earthquake
2013-04-30T11:13:41.000Z,12.11,-86.745,109.9,4.2,Mb,22,133.2,1.04833394,0.77,us,usb000gimr,2013-06-10T22:10:46.086Z,"26km SW of Nagarote, Nicaragua",earthquake
2013-04-30T11:10:58.000Z,67.2589,-147.9421,11.2,3.1,Ml,44,75.6,0.87316246,0.73,ak,ak10705018,2013-05-03T20:33:17.336Z,"96km E of Coldfoot, Alaska",earthquake
2013-04-30T11:10:39.000Z,53.6449,-166.3841,86.1,2,Ml,11,212.4,0.21290072,0.21,ak,ak10708864,2013-05-03T19:38:04.146Z,"27km SSE of Unalaska, Alaska",earthquake
2013-04-30T11:09:56.000Z,62.7671,-143.666,12.1,1,Ml,12,115.2,0.17247653,0.87,ak,ak10705017,2013-05-03T20:33:17.403Z,"72km SSW of Tok, Alaska",earthquake
2013-04-30T11:01:27.000Z,62.9395,-151.2582,117.1,1,Ml,9,129.6,0.42490313,0.63,ak,ak10708862,2013-05-03T19:38:04.134Z,"90km NW of Talkeetna, Alaska",earthquake
2013-04-30T10:57:07.900Z,-33.525,-70.543,81.7,5,Mb,47,104.4,0.3997503,1.12,us,usb000gim5,2013-06-10T22:10:41.750Z,"7km SSE of Villa Presidente Frei, Nunoa, Santiago, Chile, Chile",earthquake
2013-04-30T10:34:13.040Z,0.1439,119.855,50.5,5.4,mb,212,38,3.15,0.82,us,usb000gimi,2013-06-12T14:05:05.030Z,"101km SSW of Ogotua, Indonesia",earthquake
2013-04-30T10:33:06.160Z,0.1509,119.8328,37.08,5.3,mb,90,26,3.17,1.19,us,usb000gilh,2013-09-23T20:09:58.000Z,"101km SSW of Ogotua, Indonesia",earthquake
2013-04-30T10:04:00.800Z,32.8948,-116.2672,10.7,1.5,Ml,34,86.4,0.13474729,0.2,ci,ci15335449,2013-05-02T19:38:10.593Z,"25km ENE of Pine Valley, California",earthquake
2013-04-30T10:02:47.000Z,63.1643,-150.2083,103.2,1,Ml,20,93.6,0.28835921,0.4,ak,ak10704993,2013-05-03T19:38:00.147Z,"68km WSW of Cantwell, Alaska",earthquake
2013-04-30T09:41:52.000Z,33.137,75.747,10,4.6,Mb,42,100.8,2.13709206,0.67,us,usb000gikz,2013-06-10T22:10:43.244Z,"16km E of Doda, India",earthquake
2013-04-30T09:29:40.800Z,41.065,48.145,50.5,4.1,Mb,25,144,2.64733514,1.4,us,usb000gikp,2013-06-10T22:10:38.763Z,"26km ENE of Qutqashen, Azerbaijan",earthquake
2013-04-30T09:22:01.000Z,61.7311,-149.5797,41.4,1.8,Ml,39,43.2,0.25332491,0.56,ak,ak10704977,2013-05-03T19:38:00.064Z,"11km N of Meadow Lakes, Alaska",earthquake
2013-04-30T09:15:19.700Z,18.5664,-68.7425,121,3.4,Md,10,180,0.34585138,0.15,pr,pr13120000,2013-04-30T09:39:30.262Z,"6km SW of Salvaleon de Higuey, Dominican Republic",earthquake
2013-04-30T09:03:31.000Z,62.9472,-149.3677,64.4,1.5,Ml,35,64.8,0.35573285,0.59,ak,ak10704967,2013-05-03T19:37:59.007Z,"53km SSW of Cantwell, Alaska",earthquake
2013-04-30T08:58:59.400Z,-13.853,172.208,602.8,4.4,Mb,56,111.6,8.56004634,0.39,us,us2013pqdu,2013-06-10T22:35:23.719Z,"Vanuatu region",earthquake
2013-04-30T08:54:27.000Z,63.1062,-151.4429,7.7,2.7,Ml,49,50.4,0.39795367,0.53,ak,ak10704957,2013-06-10T22:35:25.123Z,"110km NW of Talkeetna, Alaska",earthquake
2013-04-30T08:46:41.000Z,63.1343,-151.5268,12.7,1.2,Ml,16,64.8,0.37819073,0.55,ak,ak10704954,2013-05-03T19:37:58.976Z,"115km NW of Talkeetna, Alaska",earthquake
2013-04-30T08:43:36.100Z,40.3883,-124.4507,20,2.1,Md,,270,0.12576414,0.16,nc,nc71979645,2013-05-01T00:51:14.866Z,"26km SW of Ferndale, California",earthquake
2013-04-30T08:35:46.000Z,61.6918,-150.5365,9.5,1.6,Ml,30,50.4,0.24883333,0.56,ak,ak10704948,2013-05-03T19:37:58.959Z,"27km WSW of Willow, Alaska",earthquake
2013-04-30T08:32:42.700Z,33.1543,-115.6463,1.8,2.2,Ml,47,43.2,0.00898315,0.37,ci,ci15335425,2013-04-30T16:26:19.754Z,"12km WNW of Calipatria, California",earthquake
2013-04-30T07:37:27.300Z,36.5512,-121.1415,3.1,2.3,Md,,54,0.04491576,0.07,nc,nc71979630,2013-04-30T21:17:11.508Z,"21km NE of Soledad, California",earthquake
2013-04-30T07:29:35.000Z,61.7016,-147.3509,34.4,1,Ml,15,57.6,0.13205235,0.48,ak,ak10704936,2013-05-03T19:37:58.925Z,"79km E of Sutton-Alpine, Alaska",earthquake
2013-04-30T07:27:31.900Z,41.7548,-124.9272,5.4,2.4,Md,,316.8,0.79051745,0.79,uw,uw60523287,2013-05-01T19:45:55.518Z,"60km W of Crescent City, California",earthquake
2013-04-30T07:15:54.000Z,62.6828,-151.6471,104.9,1.2,Ml,19,82.8,0.32608845,0.47,ak,ak10704931,2013-05-03T19:37:58.905Z,"88km WNW of Talkeetna, Alaska",earthquake
2013-04-30T07:14:16.000Z,59.6716,-153.4749,117.5,1.9,Ml,36,108,0.29015584,0.48,ak,ak10708847,2013-05-03T19:38:04.120Z,"81km E of Old Iliamna, Alaska",earthquake
2013-04-30T06:56:47.500Z,17.488,-62.142,48.9,5.3,Mw,66,86.4,0.37998737,0.87,us,usb000gih0,2013-09-23T20:09:56.000Z,"38km WSW of Codrington, Barbuda",earthquake
2013-04-30T06:43:09.000Z,62.6321,-149.5491,62.2,1.3,Ml,26,93.6,0.3467497,0.48,ak,ak10704916,2013-05-03T19:37:58.891Z,"44km NE of Talkeetna, Alaska",earthquake
2013-04-30T06:29:26.000Z,64.9977,-142.7176,11.9,1,Ml,8,172.8,0.69709266,1.07,ak,ak10708845,2013-05-03T20:33:18.547Z,"79km WNW of Eagle Village, Alaska",earthquake
2013-04-30T06:25:23.600Z,37.655,-25.007,10,5.9,Mw,110,43.2,8.98225453,0.9,us,us2013pqaf,2013-09-23T20:09:55.000Z,"29km ESE of Furnas, Portugal",earthquake
2013-04-30T05:42:53.900Z,35.5747,-118.5407,1.7,1.4,Ml,17,90,0.09881468,0.13,ci,ci15335393,2013-05-02T19:15:12.781Z,"4km WSW of Bodfish, California",earthquake
2013-04-30T05:25:05.000Z,39.4217,-111.2073,2.3,1.2,Md,,230.4,0.12576414,0.12,uu,uu60021292,2013-04-30T14:08:03.067Z,"23km WNW of Huntington, Utah",earthquake
2013-04-30T05:24:55.528Z,38.5678,-118.1686,4.4942,1.51,ml,11,169,0.136,0.114,nn,nn00410592,2013-04-30T18:15:43.164Z,"39km SSW of Gabbs, Nevada",earthquake
2013-04-30T05:16:36.500Z,34.7945,-118.943,14.3,2.1,Ml,51,43.2,0.06288207,0.39,ci,ci15335369,2013-05-02T17:42:41.823Z,"3km S of Frazier Park, California",earthquake
2013-04-30T05:16:36.400Z,34.7985,-118.9423,15.3,2,Ml,31,72,0.06288207,0.38,ci,ci15335385,2013-05-02T18:02:44.994Z,"2km S of Frazier Park, California",earthquake
2013-04-30T05:14:55.600Z,36.9655,-121.4532,6.5,3,Ml,,39.6,0.04491576,0.09,nc,nc71979590,2013-05-02T22:03:34.143Z,"11km ESE of Gilroy, California",earthquake
2013-04-30T05:11:57.000Z,56.4811,-156.9729,36.6,2,Ml,12,154.8,0.7348219,0.73,ak,ak10708843,2013-05-03T19:38:04.082Z,"111km NW of Chirikof Island, Alaska",earthquake
2013-04-30T04:44:01.000Z,59.8109,-153.417,128.5,2.4,Ml,54,118.8,0.22637545,0.59,ak,ak10704889,2013-05-03T19:37:58.852Z,"83km SSW of Redoubt Volcano, Alaska",earthquake
2013-04-30T04:19:29.000Z,60.2376,-153.0354,116.5,1.8,Ml,24,108,0.18595126,0.65,ak,ak10708841,2013-05-03T19:38:04.064Z,"31km SSW of Redoubt Volcano, Alaska",earthquake
2013-04-30T04:03:11.000Z,62.8556,-150.6512,85.3,1,Ml,17,129.6,0.4761071,0.6,ak,ak10704884,2013-05-03T19:38:01.482Z,"65km NNW of Talkeetna, Alaska",earthquake
2013-04-30T03:57:05.600Z,-28.599,-70.199,95.1,4.9,Mb,69,97.2,0.59917629,1.05,us,usb000gi8d,2013-06-10T22:10:34.260Z,"54km E of Vallenar, Chile",earthquake
